account_id,avg_weekly_logins,feature_adoption_pct,support_tickets,avg_ticket_sentiment,contract_age_days,renewal_window_days,logins_trend,days_since_last_login,adoption_trend,contract_stage,company_size,industry,region,payment_status,primary_churn_reason,renewed
ACC-02186,60,0.7381,4,0.4906,588,21,-7.05,26,0.0311,Legacy,Mid-Market,Healthcare,APAC,Failed,Payment Problems,0
ACC-02187,11,0.1079,4,0.405,267,32,1.56,4,0.0102,Mature,Enterprise,Technology,Europe,Late (15-29d),Low Feature Adoption,0
ACC-02188,13,0.2694,2,-0.739,583,54,1.24,48,0.0231,Legacy,Mid-Market,Finance,LATAM,Late (5-14d),Inactive User,0
ACC-02189,72,0.5494,6,0.377,857,25,1.12,36,-0.0108,Legacy,Mid-Market,Technology,North America,Failed,Inactive User,1
ACC-02190,74,0.4537,4,0.1396,497,15,-4.4,0,0.0252,Legacy,Mid-Market,Retail,LATAM,On-Time,Other,1
ACC-02191,72,0.0351,1,-0.425,415,70,9.6,21,0.0237,Legacy,SMB,Finance,LATAM,Late (15-29d),Low Feature Adoption,0
ACC-02192,64,0.811,6,-0.3777,804,60,3.15,55,0.0607,Legacy,Enterprise,Finance,Europe,Failed,Inactive User,1
ACC-02193,20,0.8636,3,0.666,877,57,-6.71,6,0.0403,Legacy,Enterprise,Manufacturing,LATAM,On-Time,Other,1
ACC-02194,72,0.6746,2,-0.538,416,45,-7.98,48,0.0077,Legacy,Enterprise,Manufacturing,Europe,On-Time,Inactive User,0
ACC-02195,73,0.5394,2,0.0256,906,10,-4.05,7,0.0207,Legacy,Mid-Market,Technology,LATAM,Late (15-29d),Payment Problems,1
ACC-02196,71,0.9423,2,0.3623,288,9,0.44,43,-0.0576,Mature,Mid-Market,Technology,North America,Late (15-29d),Inactive User,1
ACC-02197,78,0.1352,4,-0.7402,312,70,7.22,29,0.0639,Mature,Mid-Market,Healthcare,Europe,Late (15-29d),Support Issues,0
ACC-02198,28,0.7284,4,0.8647,69,35,-3.39,56,-0.0125,Growth,SMB,Healthcare,LATAM,On-Time,Inactive User,1
ACC-02199,2,0.1432,3,-0.4787,515,17,-7.75,27,-0.0062,Legacy,SMB,Healthcare,APAC,Late (5-14d),Low Engagement,0
ACC-02200,43,0.3866,5,-0.3623,958,64,1.43,25,-0.0239,Legacy,Enterprise,Finance,APAC,Late (5-14d),Payment Problems,0
ACC-02201,8,0.5821,2,0.3322,249,81,-2.36,33,-0.0443,Mature,SMB,Retail,APAC,Late (5-14d),Inactive User,0
ACC-02202,13,0.7276,2,-0.8436,1044,33,0.54,48,-0.0409,Legacy,SMB,Technology,APAC,Late (5-14d),Inactive User,0
ACC-02203,35,0.0236,4,0.2552,1053,27,-0.83,31,-0.0539,Legacy,Mid-Market,Healthcare,North America,Late (5-14d),Inactive User,0
ACC-02204,23,0.2702,3,0.8321,642,45,-1.36,21,-0.012,Legacy,Mid-Market,Finance,North America,Late (5-14d),Payment Problems,1
ACC-02205,46,0.5367,3,-0.5018,957,52,5.12,59,0.0417,Legacy,Enterprise,Manufacturing,APAC,Failed,Inactive User,1
ACC-02206,15,0.5316,3,-0.2762,717,72,2.94,19,-0.0011,Legacy,Mid-Market,Retail,LATAM,Failed,Payment Problems,0
ACC-02207,2,0.6321,3,-0.5353,642,42,1.07,13,0.0332,Legacy,Mid-Market,Manufacturing,North America,Late (15-29d),Low Engagement,0
ACC-02208,61,0.3117,3,0.6375,289,81,-10.78,22,0.0241,Mature,SMB,Manufacturing,APAC,Late (5-14d),Payment Problems,0
ACC-02209,76,0.5389,3,-0.6648,1019,88,-1.27,2,-0.0224,Legacy,Enterprise,Retail,North America,Failed,Support Issues,1
ACC-02210,64,0.2022,3,-0.3067,995,71,4.31,18,0.0619,Legacy,SMB,Finance,North America,On-Time,Other,1
ACC-02211,52,0.1994,2,0.202,395,69,-4.88,13,0.05,Legacy,Enterprise,Manufacturing,LATAM,On-Time,Low Feature Adoption,1
ACC-02212,36,0.5735,2,-0.1909,573,41,-1.15,39,0.0411,Legacy,Enterprise,Finance,LATAM,Late (5-14d),Inactive User,0
ACC-02213,67,0.6781,2,-0.8691,678,37,-0.28,38,0.0208,Legacy,Mid-Market,Manufacturing,Europe,On-Time,Inactive User,0
ACC-02214,69,0.1356,3,0.8954,843,34,1.12,36,-0.017,Legacy,SMB,Healthcare,LATAM,Failed,Inactive User,1
ACC-02215,67,0.1379,3,-0.3242,1069,7,-2.06,34,-0.0171,Legacy,SMB,Retail,APAC,On-Time,Inactive User,0
ACC-02216,47,0.5627,5,-0.1087,604,31,2.07,0,-0.0015,Legacy,Mid-Market,Technology,Europe,Late (5-14d),Payment Problems,0
ACC-02217,2,0.2793,3,-0.6649,1042,49,1.9,58,0.0689,Legacy,Enterprise,Retail,APAC,Late (15-29d),Low Engagement,0
ACC-02218,44,0.3967,2,0.7307,699,73,-4.59,18,0.0559,Legacy,Enterprise,Manufacturing,LATAM,Late (15-29d),Payment Problems,0
ACC-02219,64,0.4047,5,-0.4171,298,69,-3.95,14,-0.0721,Mature,Enterprise,Manufacturing,LATAM,Failed,Adoption Declining,0
ACC-02220,78,0.1914,1,-0.9604,953,57,0.85,24,0.013,Legacy,Enterprise,Healthcare,North America,Failed,Support Issues,0
ACC-02221,28,0.0213,2,-0.3672,276,8,7.31,0,-0.1,Mature,Mid-Market,Healthcare,APAC,Failed,Low Feature Adoption,0
ACC-02222,54,0.839,5,0.9681,160,88,5.0,30,-0.0221,Mature,Enterprise,Retail,Europe,Failed,Payment Problems,1
ACC-02223,74,0.7064,3,-0.7063,382,70,-2.84,36,-0.0339,Legacy,SMB,Technology,LATAM,Late (5-14d),Inactive User,0
ACC-02224,67,0.6829,2,-0.9376,225,80,-4.03,51,0.0278,Mature,Enterprise,Retail,Europe,Late (15-29d),Inactive User,0
ACC-02225,36,0.5446,3,0.1564,959,75,-1.91,42,-0.0544,Legacy,Enterprise,Technology,LATAM,Late (15-29d),Inactive User,1
ACC-02226,63,0.6929,2,-0.2567,1051,15,7.67,45,-0.0764,Legacy,Enterprise,Finance,LATAM,Late (5-14d),Inactive User,1
ACC-02227,25,0.9183,2,0.59,674,8,-0.08,21,-0.0249,Legacy,Mid-Market,Manufacturing,North America,On-Time,Other,1
ACC-02228,48,0.659,3,0.4638,256,40,0.91,49,-0.0004,Mature,Enterprise,Finance,Europe,Late (15-29d),Inactive User,1
ACC-02229,39,0.2745,2,-0.6292,730,66,-4.13,19,-0.0869,Legacy,Mid-Market,Retail,LATAM,Late (5-14d),Support Issues,1
ACC-02230,47,0.5677,6,0.1293,294,67,0.12,40,0.0569,Mature,SMB,Technology,LATAM,On-Time,Inactive User,0
ACC-02231,21,0.4446,2,-0.9351,675,37,-7.6,46,-0.0101,Legacy,Enterprise,Technology,North America,Failed,Inactive User,0
ACC-02232,30,0.5542,4,-0.121,240,16,-6.93,42,0.0013,Mature,Enterprise,Finance,LATAM,Late (15-29d),Inactive User,0
ACC-02233,31,0.5169,2,0.4281,972,82,0.4,4,0.0551,Legacy,SMB,Healthcare,North America,Late (5-14d),Payment Problems,1
ACC-02234,26,0.8444,5,-0.1701,486,42,1.15,14,-0.0366,Legacy,Enterprise,Healthcare,North America,Late (15-29d),Payment Problems,0
ACC-02235,22,0.6457,0,-0.7641,754,55,-2.09,55,0.0741,Legacy,Enterprise,Finance,North America,Late (15-29d),Inactive User,0
ACC-02236,21,0.2012,3,-0.8769,1011,76,1.59,1,0.0003,Legacy,Mid-Market,Healthcare,LATAM,Late (5-14d),Support Issues,0
ACC-02237,1,0.0805,2,0.7073,617,55,-6.46,11,0.0396,Legacy,Mid-Market,Technology,North America,Failed,Low Engagement,1
ACC-02238,37,0.4274,2,0.7827,505,9,-1.74,58,0.0222,Legacy,SMB,Retail,Europe,On-Time,Inactive User,1
ACC-02239,77,0.035,2,-0.3138,1015,80,-3.2,56,0.0343,Legacy,Mid-Market,Healthcare,Europe,Late (5-14d),Inactive User,0
ACC-02240,46,0.3256,2,-0.6717,185,11,-0.44,59,0.0038,Mature,Mid-Market,Technology,Europe,On-Time,Inactive User,1
ACC-02241,9,0.3733,2,0.9572,219,67,-1.52,54,-0.0234,Mature,SMB,Retail,Europe,Late (5-14d),Inactive User,0
ACC-02242,17,0.3806,2,0.0917,1010,32,11.32,6,0.0969,Legacy,SMB,Technology,North America,Late (5-14d),Payment Problems,1
ACC-02243,47,0.9602,3,-0.0467,575,78,-4.77,1,-0.001,Legacy,Enterprise,Manufacturing,APAC,Late (15-29d),Payment Problems,1
ACC-02244,59,0.3117,2,0.4832,70,11,-0.02,7,-0.0549,Growth,Enterprise,Retail,LATAM,On-Time,Adoption Declining,0
ACC-02245,54,0.2746,3,-0.6623,336,21,13.94,8,0.0734,Mature,Enterprise,Manufacturing,LATAM,On-Time,Support Issues,0
ACC-02246,12,0.1442,5,0.16,972,22,3.05,57,-0.0155,Legacy,Enterprise,Healthcare,APAC,On-Time,Inactive User,0
ACC-02247,64,0.5106,3,0.7803,367,7,-0.2,26,-0.0862,Legacy,Mid-Market,Healthcare,APAC,Late (15-29d),Adoption Declining,1
ACC-02248,6,0.1675,0,-0.9539,982,22,4.08,27,-0.0412,Legacy,Mid-Market,Technology,LATAM,Late (5-14d),Support Issues,1
ACC-02249,53,0.6116,3,0.3459,308,43,3.15,36,-0.0979,Mature,SMB,Finance,LATAM,Late (15-29d),Inactive User,1
ACC-02250,16,0.169,3,0.1028,925,9,-5.52,14,-0.0389,Legacy,SMB,Technology,APAC,Late (5-14d),Low Feature Adoption,0
ACC-02251,5,0.5736,4,0.9016,302,58,-7.75,18,0.0879,Mature,Mid-Market,Manufacturing,Europe,Late (5-14d),Payment Problems,0
ACC-02252,73,0.8132,5,-0.4826,866,53,0.48,29,0.0229,Legacy,Enterprise,Retail,North America,Late (5-14d),Payment Problems,0
ACC-02253,46,0.0608,2,0.7178,649,19,-2.4,50,-0.0002,Legacy,Enterprise,Finance,LATAM,Late (5-14d),Inactive User,0
ACC-02254,14,0.423,1,-0.382,891,86,11.37,12,-0.0289,Legacy,Enterprise,Technology,LATAM,Failed,Payment Problems,0
ACC-02255,44,0.4626,2,-0.1403,960,61,5.6,44,-0.0069,Legacy,Enterprise,Manufacturing,LATAM,Late (5-14d),Inactive User,0
ACC-02256,63,0.7794,0,-0.5734,318,27,5.59,5,0.0557,Mature,SMB,Manufacturing,Europe,Late (15-29d),Support Issues,1
ACC-02257,52,0.4692,3,0.7272,753,72,-11.85,29,-0.0914,Legacy,Mid-Market,Healthcare,Europe,On-Time,Adoption Declining,1
ACC-02258,26,0.5648,1,-0.6092,922,60,-2.95,0,0.1,Legacy,SMB,Technology,LATAM,Late (5-14d),Support Issues,1
ACC-02259,53,0.7796,5,0.718,301,33,-0.05,41,-0.0441,Mature,Mid-Market,Technology,Europe,Late (15-29d),Inactive User,1
ACC-02260,29,0.5574,3,-0.0888,512,44,-3.68,58,-0.0125,Legacy,Enterprise,Manufacturing,LATAM,Late (15-29d),Inactive User,1
ACC-02261,19,0.364,2,0.6702,965,64,-3.13,56,-0.008,Legacy,SMB,Technology,North America,Late (15-29d),Inactive User,0
ACC-02262,47,0.1024,2,-0.471,277,68,-1.29,37,-0.0093,Mature,Mid-Market,Healthcare,Europe,Late (15-29d),Inactive User,1
ACC-02263,8,0.7207,6,-0.7345,185,52,0.62,24,-0.0336,Mature,Mid-Market,Finance,North America,Late (15-29d),Support Issues,0
ACC-02264,23,0.8563,4,0.1099,483,17,13.53,34,0.0437,Legacy,Mid-Market,Manufacturing,APAC,Late (5-14d),Inactive User,1
ACC-02265,35,0.9513,4,0.0189,230,78,-3.36,25,0.057,Mature,Mid-Market,Healthcare,LATAM,On-Time,Other,0
ACC-02266,53,0.9095,3,-0.2868,153,14,4.23,12,0.0478,Mature,Enterprise,Healthcare,Europe,Late (5-14d),Payment Problems,1
ACC-02267,58,0.7855,3,0.3256,30,77,7.32,18,0.0045,Growth,Enterprise,Retail,North America,Late (5-14d),Payment Problems,1
ACC-02268,5,0.6377,1,-0.8097,997,70,-4.98,9,-0.0295,Legacy,Mid-Market,Finance,Europe,On-Time,Support Issues,0
ACC-02269,16,0.7702,1,0.244,884,27,10.06,44,-0.0093,Legacy,Mid-Market,Healthcare,APAC,Failed,Inactive User,1
ACC-02270,17,0.4348,1,-0.5765,669,78,1.18,6,-0.0043,Legacy,Mid-Market,Retail,North America,Late (5-14d),Support Issues,0
ACC-02271,32,0.591,0,-0.7421,220,69,-12.48,14,-0.049,Mature,Enterprise,Retail,APAC,On-Time,Support Issues,0
ACC-02272,52,0.3548,3,0.8192,545,70,6.11,22,0.0089,Legacy,SMB,Technology,APAC,Late (5-14d),Payment Problems,1
ACC-02273,20,0.3336,2,-0.0804,471,26,-8.09,35,0.09,Legacy,Mid-Market,Healthcare,North America,On-Time,Inactive User,0
ACC-02274,66,0.7464,2,0.5268,172,14,7.29,42,-0.0085,Mature,SMB,Manufacturing,Europe,Failed,Inactive User,1
ACC-02275,1,0.4558,1,-0.8218,562,64,4.87,30,0.025,Legacy,Enterprise,Technology,North America,Late (15-29d),Low Engagement,0
ACC-02276,58,0.2237,3,-0.8851,256,52,-5.2,7,-0.0328,Mature,Enterprise,Finance,APAC,On-Time,Support Issues,0
ACC-02277,44,0.2139,2,-0.0103,978,37,-1.95,58,0.0443,Legacy,Enterprise,Manufacturing,LATAM,Late (5-14d),Inactive User,0
ACC-02278,6,0.8448,1,-0.3689,489,15,3.42,29,-0.0329,Legacy,Enterprise,Manufacturing,North America,Late (5-14d),Payment Problems,0
ACC-02279,50,0.6707,3,-0.9902,580,21,-2.77,33,-0.0207,Legacy,Enterprise,Retail,LATAM,Failed,Inactive User,1
ACC-02280,72,0.5442,7,-0.6334,422,32,8.7,32,0.0259,Legacy,SMB,Healthcare,Europe,Failed,Inactive User,1
ACC-02281,20,0.4049,1,-0.5624,874,16,4.57,0,-0.0495,Legacy,SMB,Retail,North America,On-Time,Support Issues,0
ACC-02282,14,0.4336,2,-0.423,239,35,-7.47,15,0.0216,Mature,SMB,Retail,LATAM,Late (15-29d),Payment Problems,0
ACC-02283,5,0.0751,2,0.7551,675,86,-0.88,49,0.0526,Legacy,SMB,Healthcare,APAC,Late (5-14d),Inactive User,0
ACC-02284,41,0.4567,4,-0.1588,248,42,2.6,10,0.0081,Mature,Mid-Market,Healthcare,Europe,Late (15-29d),Payment Problems,1
ACC-02285,40,0.7836,3,0.3589,436,43,-3.9,26,0.0434,Legacy,Enterprise,Healthcare,LATAM,Failed,Payment Problems,1
ACC-02286,34,0.3925,3,-0.9632,917,77,5.46,21,-0.0646,Legacy,SMB,Retail,Europe,Failed,Support Issues,0
ACC-02287,45,0.3882,2,0.6279,587,29,3.07,39,0.0224,Legacy,SMB,Healthcare,North America,On-Time,Inactive User,1
ACC-02288,71,0.0351,4,-0.5193,579,47,3.59,18,-0.0228,Legacy,Mid-Market,Healthcare,LATAM,Failed,Support Issues,0
ACC-02289,71,0.4595,6,-0.3819,171,86,-1.58,43,0.0193,Mature,Mid-Market,Manufacturing,North America,On-Time,Inactive User,0
ACC-02290,27,0.0443,3,-0.9095,641,34,-5.09,5,0.0791,Legacy,Enterprise,Retail,North America,On-Time,Support Issues,0
ACC-02291,78,0.5675,5,-0.1806,530,54,6.09,55,-0.1,Legacy,Enterprise,Healthcare,APAC,Late (15-29d),Inactive User,1
ACC-02292,78,0.5065,3,0.7052,869,44,8.8,56,-0.031,Legacy,Mid-Market,Retail,LATAM,Late (15-29d),Inactive User,0
ACC-02293,44,0.8264,3,-0.2425,731,37,5.17,47,-0.1,Legacy,Mid-Market,Finance,LATAM,On-Time,Inactive User,1
ACC-02294,33,0.5785,1,0.8172,625,20,4.46,39,-0.0616,Legacy,Mid-Market,Technology,LATAM,On-Time,Inactive User,1
ACC-02295,33,0.3305,4,0.7349,310,79,0.31,38,-0.0238,Mature,Enterprise,Manufacturing,Europe,On-Time,Inactive User,0
ACC-02296,44,0.5156,2,-0.8761,453,83,-3.54,19,0.043,Legacy,Mid-Market,Manufacturing,Europe,Failed,Support Issues,0
ACC-02297,20,0.6917,7,-0.3895,885,35,3.71,2,0.0404,Legacy,SMB,Retail,Europe,Late (15-29d),Payment Problems,1
ACC-02298,36,0.1102,4,0.8208,299,57,-3.13,54,0.0389,Mature,Enterprise,Healthcare,Europe,Failed,Inactive User,0
ACC-02299,7,0.6162,2,-0.9404,183,55,5.01,0,0.028,Mature,Enterprise,Retail,LATAM,Late (15-29d),Support Issues,1
ACC-02300,32,0.9,0,0.5316,643,49,1.36,22,-0.0671,Legacy,SMB,Technology,LATAM,Failed,Adoption Declining,1
ACC-02301,67,0.3072,4,0.8129,691,78,-7.38,37,0.0401,Legacy,SMB,Manufacturing,Europe,Late (15-29d),Inactive User,1
ACC-02302,39,0.6216,4,0.541,112,11,0.28,2,-0.0339,Mature,Enterprise,Manufacturing,APAC,On-Time,Other,1
ACC-02303,24,0.8085,3,0.4876,976,48,-6.22,50,0.0224,Legacy,Enterprise,Technology,LATAM,Late (15-29d),Inactive User,1
ACC-02304,70,0.5113,3,0.6867,928,13,-6.95,33,-0.0459,Legacy,Mid-Market,Retail,Europe,Failed,Inactive User,1
ACC-02305,54,0.7093,3,0.3316,313,48,-11.08,16,-0.009,Mature,Mid-Market,Manufacturing,North America,Late (5-14d),Payment Problems,1
ACC-02306,38,0.3186,4,-0.1538,1009,42,-6.74,47,-0.0034,Legacy,SMB,Healthcare,APAC,Late (15-29d),Inactive User,0
ACC-02307,74,0.3138,1,-0.8745,202,33,-5.95,26,0.0173,Mature,SMB,Retail,LATAM,Failed,Support Issues,1
ACC-02308,75,0.6609,3,0.5759,792,64,6.36,52,-0.042,Legacy,SMB,Healthcare,APAC,Late (15-29d),Inactive User,1
ACC-02309,32,0.6972,1,0.8105,662,52,2.87,38,0.0331,Legacy,SMB,Finance,Europe,Failed,Inactive User,0
ACC-02310,45,0.9195,2,0.0232,816,72,10.0,22,-0.0657,Legacy,Mid-Market,Technology,North America,Late (5-14d),Adoption Declining,1
ACC-02311,61,0.2358,1,0.065,972,31,-0.97,37,0.085,Legacy,Enterprise,Manufacturing,North America,Late (15-29d),Inactive User,0
ACC-02312,70,0.4695,4,-0.1934,1041,79,-6.47,10,-0.0376,Legacy,Mid-Market,Technology,Europe,On-Time,Other,0
ACC-02313,53,0.2605,2,0.7138,427,33,-0.04,14,-0.0979,Legacy,SMB,Technology,APAC,Failed,Adoption Declining,0
ACC-02314,51,0.0969,2,-0.9704,963,7,-2.12,25,-0.0036,Legacy,Mid-Market,Healthcare,LATAM,Failed,Support Issues,0
ACC-02315,76,0.4071,2,0.2491,705,80,2.12,53,-0.0206,Legacy,SMB,Manufacturing,Europe,Late (5-14d),Inactive User,1
ACC-02316,56,0.3791,4,0.8148,965,48,-7.12,10,-0.0459,Legacy,Mid-Market,Finance,APAC,On-Time,Other,1
ACC-02317,27,0.2796,5,-0.7936,494,58,0.24,6,0.0673,Legacy,Enterprise,Technology,Europe,Late (5-14d),Support Issues,0
ACC-02318,38,0.3051,4,0.9183,315,31,6.74,46,0.0377,Mature,SMB,Healthcare,North America,Late (15-29d),Inactive User,1
ACC-02319,62,0.366,6,0.9354,294,60,6.82,47,0.0231,Mature,Mid-Market,Healthcare,LATAM,Late (5-14d),Inactive User,0
ACC-02320,18,0.9693,4,0.8596,349,73,5.95,7,-0.0478,Mature,SMB,Manufacturing,Europe,Failed,Payment Problems,1
ACC-02321,64,0.7716,3,-0.0749,702,12,2.76,4,-0.0265,Legacy,Enterprise,Retail,North America,Late (15-29d),Payment Problems,1
ACC-02322,77,0.0885,7,-0.2341,849,64,4.7,16,-0.0306,Legacy,SMB,Retail,Europe,Late (15-29d),Low Feature Adoption,0
ACC-02323,30,0.8575,2,0.4119,118,76,-0.19,22,-0.0913,Mature,Enterprise,Finance,North America,On-Time,Adoption Declining,1
ACC-02324,49,0.628,5,-0.3626,850,59,2.1,1,0.0136,Legacy,Mid-Market,Healthcare,North America,Failed,Payment Problems,0
ACC-02325,41,0.875,4,-0.8633,1030,72,-0.64,26,0.0172,Legacy,Enterprise,Retail,LATAM,Late (5-14d),Support Issues,0
ACC-02326,13,0.348,6,0.8028,363,64,-2.73,20,0.0061,Mature,SMB,Technology,North America,Late (5-14d),Payment Problems,0
ACC-02327,34,0.4659,5,0.2697,251,88,1.29,6,0.0114,Mature,Mid-Market,Finance,LATAM,Late (15-29d),Payment Problems,0
ACC-02328,25,0.8804,4,-0.5857,70,8,8.5,54,-0.0566,Growth,SMB,Technology,LATAM,On-Time,Inactive User,0
ACC-02329,66,0.2817,3,-0.9632,97,82,1.39,56,-0.0447,Mature,SMB,Retail,North America,On-Time,Inactive User,0
ACC-02330,18,0.8989,2,0.447,1017,28,2.42,52,-0.0158,Legacy,Mid-Market,Healthcare,North America,Failed,Inactive User,1
ACC-02331,5,0.8154,2,0.7056,543,43,3.89,37,0.0692,Legacy,Enterprise,Retail,LATAM,Failed,Inactive User,1
ACC-02332,19,0.9613,4,-0.1887,724,26,1.61,25,0.0581,Legacy,Enterprise,Finance,Europe,Failed,Payment Problems,1
ACC-02333,42,0.3313,2,-0.8382,1069,30,-1.1,29,0.0258,Legacy,Mid-Market,Finance,Europe,Late (15-29d),Support Issues,0
ACC-02334,18,0.2463,1,0.2972,506,71,3.9,11,0.1,Legacy,Mid-Market,Technology,Europe,Failed,Payment Problems,0
ACC-02335,32,0.3376,2,-0.4061,910,71,-3.66,47,0.0255,Legacy,SMB,Technology,APAC,On-Time,Inactive User,0
ACC-02336,21,0.9365,2,-0.7121,461,87,5.88,10,0.0318,Legacy,SMB,Finance,North America,Failed,Support Issues,0
ACC-02337,10,0.3398,5,0.0208,297,7,6.3,53,0.074,Mature,Mid-Market,Technology,LATAM,On-Time,Inactive User,1
ACC-02338,37,0.5626,6,-0.0363,1088,9,-0.24,16,0.0348,Legacy,Mid-Market,Manufacturing,APAC,Failed,Payment Problems,1
ACC-02339,49,0.4075,6,0.0335,808,52,-3.31,9,0.0824,Legacy,SMB,Finance,North America,Failed,Payment Problems,0
ACC-02340,13,0.4004,1,0.6479,523,61,10.67,54,0.0014,Legacy,SMB,Technology,LATAM,Late (15-29d),Inactive User,1
ACC-02341,55,0.2056,1,-0.0309,690,81,-3.51,47,-0.032,Legacy,Enterprise,Retail,North America,On-Time,Inactive User,0
ACC-02342,17,0.5356,4,0.8011,1042,70,-1.47,15,-0.0048,Legacy,Mid-Market,Healthcare,Europe,Late (15-29d),Payment Problems,0
ACC-02343,9,0.8354,6,0.6836,1088,51,-10.05,14,0.0119,Legacy,SMB,Manufacturing,APAC,On-Time,Other,1
ACC-02344,44,0.0675,2,0.3022,1006,32,6.88,57,-0.0452,Legacy,Enterprise,Manufacturing,LATAM,Failed,Inactive User,1
ACC-02345,78,0.8737,6,-0.8863,511,83,-7.18,14,-0.0356,Legacy,SMB,Healthcare,North America,Late (15-29d),Support Issues,0
ACC-02346,46,0.6589,6,0.7299,757,71,2.44,54,-0.0211,Legacy,Mid-Market,Healthcare,LATAM,Failed,Inactive User,1
ACC-02347,8,0.6121,8,0.8111,509,30,1.52,19,-0.0549,Legacy,Enterprise,Retail,LATAM,Failed,Adoption Declining,0
ACC-02348,37,0.6209,1,-0.2499,1061,80,-0.39,3,-0.0294,Legacy,SMB,Healthcare,LATAM,Late (5-14d),Payment Problems,1
ACC-02349,19,0.3044,4,0.0523,372,41,-2.71,31,0.0367,Legacy,Mid-Market,Manufacturing,Europe,On-Time,Inactive User,0
ACC-02350,63,0.4185,5,-0.438,361,30,2.2,58,0.0397,Mature,Mid-Market,Retail,LATAM,On-Time,Inactive User,1
ACC-02351,46,0.7873,2,-0.9706,467,34,8.71,21,-0.0701,Legacy,Mid-Market,Healthcare,APAC,On-Time,Support Issues,0
ACC-02352,71,0.3141,1,-0.0411,203,86,-1.26,34,0.0155,Mature,Mid-Market,Retail,APAC,On-Time,Inactive User,0
ACC-02353,26,0.4712,1,-0.7413,588,22,-8.28,13,-0.0035,Legacy,Enterprise,Retail,North America,On-Time,Support Issues,0
ACC-02354,46,0.0388,3,-0.6334,556,65,-9.06,29,0.0526,Legacy,SMB,Technology,North America,Late (15-29d),Support Issues,0
ACC-02355,46,0.7242,2,-0.0386,688,87,-0.94,30,-0.0135,Legacy,SMB,Healthcare,LATAM,On-Time,Other,1
ACC-02356,75,0.421,5,0.7341,55,60,-2.28,9,-0.062,Growth,Mid-Market,Technology,Europe,Late (15-29d),Adoption Declining,0
ACC-02357,14,0.5243,2,0.6893,849,85,-0.86,5,-0.0243,Legacy,SMB,Manufacturing,APAC,Late (5-14d),Payment Problems,1
ACC-02358,63,0.1301,4,0.9301,634,22,1.43,26,-0.0599,Legacy,Mid-Market,Retail,LATAM,Late (5-14d),Low Feature Adoption,1
ACC-02359,72,0.972,4,-0.0346,435,21,-2.42,10,-0.1,Legacy,SMB,Manufacturing,APAC,Late (15-29d),Adoption Declining,1
ACC-02360,3,0.3104,3,0.104,261,17,13.8,35,-0.0027,Mature,SMB,Retail,North America,Late (5-14d),Low Engagement,0
ACC-02361,28,0.6296,3,0.6442,562,71,1.91,9,0.026,Legacy,SMB,Healthcare,Europe,Late (15-29d),Payment Problems,1
ACC-02362,29,0.578,4,0.3993,534,85,4.51,15,0.0094,Legacy,Enterprise,Finance,APAC,On-Time,Other,1
ACC-02363,18,0.7737,3,-0.6344,208,74,-0.78,23,-0.0642,Mature,Mid-Market,Healthcare,North America,Late (15-29d),Support Issues,0
ACC-02364,35,0.3021,2,-0.2037,161,49,-0.75,20,-0.0676,Mature,Enterprise,Retail,APAC,Late (5-14d),Adoption Declining,0
ACC-02365,77,0.7457,3,0.8583,377,75,-2.97,39,0.0109,Legacy,SMB,Finance,LATAM,Late (15-29d),Inactive User,1
ACC-02366,76,0.3872,4,-0.7077,569,19,0.38,40,0.0849,Legacy,Enterprise,Finance,APAC,Late (5-14d),Inactive User,1
ACC-02367,47,0.4147,0,-0.5813,801,16,-7.62,35,0.0647,Legacy,Enterprise,Healthcare,APAC,Failed,Inactive User,1
ACC-02368,5,0.6658,1,-0.1987,105,81,-8.03,48,-0.0147,Mature,Enterprise,Manufacturing,LATAM,Late (15-29d),Inactive User,0
ACC-02369,75,0.7729,0,0.8797,608,88,-3.1,41,0.0106,Legacy,SMB,Healthcare,Europe,Failed,Inactive User,1
ACC-02370,59,0.6602,3,-0.7724,883,47,-4.73,54,0.0457,Legacy,Enterprise,Retail,Europe,Late (5-14d),Inactive User,0
ACC-02371,75,0.8839,1,0.3459,223,56,-3.1,44,-0.0072,Mature,SMB,Manufacturing,LATAM,On-Time,Inactive User,1
ACC-02372,59,0.2938,5,-0.7358,376,77,-1.68,22,-0.0672,Legacy,Mid-Market,Retail,Europe,Late (15-29d),Support Issues,0
ACC-02373,47,0.8846,3,0.049,980,65,-1.45,20,-0.1,Legacy,SMB,Manufacturing,Europe,On-Time,Adoption Declining,0
ACC-02374,13,0.1456,1,0.0731,243,45,4.06,31,0.0091,Mature,SMB,Technology,LATAM,On-Time,Inactive User,0
ACC-02375,78,0.6531,4,-0.9147,602,9,3.86,52,-0.0099,Legacy,SMB,Manufacturing,APAC,On-Time,Inactive User,0
ACC-02376,33,0.5457,4,0.9082,809,82,-0.14,16,-0.0853,Legacy,Mid-Market,Technology,Europe,Late (5-14d),Adoption Declining,1
ACC-02377,62,0.4949,4,0.6132,291,13,9.93,50,-0.0714,Mature,Mid-Market,Retail,North America,Late (5-14d),Inactive User,1
ACC-02378,79,0.3185,4,-0.3943,759,55,-2.33,16,-0.0131,Legacy,SMB,Healthcare,North America,Failed,Payment Problems,0
ACC-02379,16,0.5036,5,-0.7388,312,32,4.16,54,-0.0273,Mature,SMB,Retail,LATAM,Failed,Inactive User,0
